gene	WT_0.5mM	WT_10mM	arp6_0.5mM	arp6_10mM	cluster_6_pearson	cluster_6_pearson_color
AT2G22740	1.1382692948667676	0.4803760018728401	-0.507316173332548	-1.11132912340706	3	#BEBADA
AT2G46690	0.897650398238629	-0.8290809180220531	0.2159782950131949	-0.2845477752297716	3	#BEBADA
AT3G18750	1.0723882852748015	0.6117134142483788	-1.0640225387676365	-0.6200791607555439	3	#BEBADA
AT3G23170	0.7721991370257829	0.7790510244502742	-0.7683178261754345	-0.7829323353006229	3	#BEBADA
AT3G53370	-0.6880409424372056	-0.9947101274472882	0.7710993713580061	0.9116516985264889	2	#FFFFB3
AT5G42720	0.6619935034114616	1.1384077356378488	-0.8686979716118705	-0.93170326743744	3	#BEBADA
AT1G20330	0.8559955678020299	0.9235243327336474	-0.7578539655510885	-1.0216659349845907	3	#BEBADA
AT4G01100	-0.5539948003630288	-1.0365250610345123	0.6426532801703801	0.9478665812271633	2	#FFFFB3
AT1G17420	-0.8683647557986416	-0.759581317229836	0.7413295252405269	0.8866165477879504	2	#FFFFB3
AT2G34070	0.20838595129386708	1.3758612801836259	-0.785561773834128	-0.7986854576433653	6	#FDB462
AT3G06035	-0.2584105605325862	-1.2402660974140391	0.9687375202134807	0.5299391377331426	1	#8DD3C7
AT3G16520	0.989951400453008	0.901649921312966	-0.9097701116682307	-0.9818312100977437	3	#BEBADA
AT3G02630	-0.6864942790296132	-0.9495877317200566	0.8494973161967903	0.7865846945528824	1	#8DD3C7
AT1G77120	-0.9054187287239251	-0.7297764453884253	1.0118759256485477	0.6233192484638017	2	#FFFFB3
AT4G34500	-0.8193684895203306	-1.0285159874741114	1.0403486695848891	0.807535807409554	1	#8DD3C7
AT5G22370	1.0842916358589125	0.759090274578072	-0.9374556813771444	-0.9059262290598405	3	#BEBADA
AT5G65020	-0.6881049704678096	-0.9010110041475269	0.8665838275173643	0.7225321470979735	1	#8DD3C7
AT3G57090	-0.10947398276001237	-0.8851328782358795	0.3919426578478343	0.6026642031480571	2	#FFFFB3
